name,value
CONFIRM_INHERIT_AND_REPLACE_ARMOR,<color=#00ff00>{name}</color>の継承と切り替えを行いますか？（元の装備の強化レベル、神器ステータスと宝石が継承されます）
ARMOR_FULL,装備がいっぱいです
HERO_FULL_IN_BATTLE,出陣可能な女神が上限に達しています
HERO_IN_ADVENTURE,女神は冒険中のため、出陣できません
XILIAN_ATRRIBUTE_ONLY_ONE,青以下の装備は洗練できません
GEM_TICKET_NOT_ENOUGH,宝石チケットが不足しています
GEM_SLOT_OPEN_REQUEST,{cost}を消費して宝石スロットを開放しますか？
BAG_ADD_CAPACITY,バッグを購入するたびにスロットが10個追加されます。購入には100ダイヤ必要です。
SELL_GOODS,アイテムを1つ回収するとコイン*{price}が貰えます。記念に取っておくことも可能ですよ。本当に回収しますか？
GEM_PART,装着部位
WIN_RATE_NOT_ENOUGH,勝率不足
ALREADY_IN_TARGET_DUNGEON,目的のダンジョンにいます
ZHU_WU,メイン
TOU_KUI,ヘルム
FU_SHOU,アシスト
XIONG_JIA,プレート
JIE_ZI,リング
HU_TUI,グリーヴ
HU_SHOU,ガントレット
YAO_DAI,ベルト
XIANG_LIAN,ネックレス
XIE_ZI,ブーツ
SUMMON_REWARD_LEFT,{0}回召喚で必ず獲得
WHITE,白
GREEN,緑
BLUE,青
PURPLE,紫
ORANGE,橙
RED,赤
SUMMON_FREE_COUNT,無料回数（{0}/{1}）
SUMMON_BUTTON_LABEL,{0}回召喚
NOT_ENOUGH,不足
BATTLE_REPORT_ENEMY_APPEAR,敵を発見！Lv.{level}、{name}、HP：{hp}
BATTLE_REPORT_VICTORY,勝利
BATTLE_REPORT_DEFEAT,敗北
BATTLE_REPORT_AWARD,獲得{name}×{count}
BATTLE_REPORT_SEARCH_ENEMY,探索中
BATTLE_REPORT_ROUND_BEGIN,第{count}ラウンド開始
ARENA_TARGET_USER_ERROR,データにエラーが発生しました
ARENA_REPORT_SUBTITLE_1,{0}の挑戦を受けました。バトル{1}。{2}
ARENA_REPORT_SUBTITLE_2,{0}に挑戦しました。バトル{1}。{2}
ARENA_RANK,順位
CONFIRM_SIGN_UP_HONOR_ARENA,ポイント戦期間中は編成の変更ができません！現在の编成でポイント戦に参加しますか？
NOT_CHANGE,変更なし
ARENA_SHOP_GOODS_DATA_ERROR,アイテムのデータにエラーが発生しました
ARENA_SHOP_GOODS_BUY_COUNT_LIMIT,購入数が上限を超えています
SUCCESS_BUY,購入しました
REACH_MAX_BAG_ARMOR_CAPACITY,バッグの装備容量がいっぱいです。新しい装備を取得することはできません
STILL_FIGHT,バトル持続
LEFT_TIME,残り
COST_TIME,所要時間
HERO_STATE_FREE,フリー
HERO_STATE_BATTLE,出陣
HERO_STATE_ADVENTURE,冒険中
ADVENTURE_QUEUE_FULL,冒険可能な女神が上限に達しているため、冒険を行うことができません。
DAILY_ADVENTURE_TIMES_EMPTY,今日の冒険回数はすべて使いました
ADVENTURE_SPEED_CONFIRM,{cost}ダイヤで今すぐ冒険を完了させますか？
ADVENTURE_CANCEL_CONFIRM,冒険をキャンセルすると報酬は獲得できません。キャンセルしますか？
ARENA_CHALLENGE_REFRESH_SUCC,リストをリセットしました
WU_JIANG,戦士
MOU_SHI,魔導士
GONG_JIANG,アーチャー
WU_JIANG_DESC,戦士
MOU_SHI_DESC,魔導士
GONG_JIANG_DESC,アーチャー
ARENA_LEFT_CHALLENGE_COUNT_NOT_ENCOUGH,本日の挑戦回数は終了しました
ARMOR_CAN_DEVOUR_EMPTY,吸収できる装備がありません
SKILL_CONTINER_UNSELECT,スキルスロット未選択
HERO_UNSELECT,対象の女神を選んでください
SPECIAL_ADVENTURE_CHANGE,なんという幸運！戦場でランク{star}の{name}と出会いました。制限時間{time}以内に冒険をしないと消えてしまうのでご注意！
USER_INTRODUCTION_DEFAULT,何も無いようです…
USER_GUILD_NAME_DEFAULT,ギルドがありません
SIGN_IN_TITLE,毎日ログイン
SIGN_IN_BUBBLE_TIPS,毎日ログインで大量の報酬をGet（毎日24：00リセット）
SIGN_IN_MAKE_UP_ALERT,{cost}ダイヤで{num}回目のログイン補填をすれば、受取れなかったログイン報酬を受取れます
SIGN_IN_TODAY_IS_ENDING,もうすぐ新たな1日が始まります。後ほどお試しください
GODDESS_BLESS_TITLE,女神の祝福
GODDESS_BLESS_SUBTITLE,Angel Bless
GODDESS_BLESS_DESC_TITLE_2025,創造の女神の祝福
GODDESS_BLESS_DESC_TITLE_2023,豊穣の女神の祝福
GODDESS_BLESS_DESC_TITLE_2019,復讐の女神の祝福
GODDESS_BLESS_DESC_TITLE_2014,勝利の女神の祝福
GODDESS_BLESS_DESC_TITLE_2012,大地の女神の祝福
GODDESS_BLESS_DESC_TITLE_2011,天空の女神の祝福
GODDESS_BLESS_DESC_TITLE_2016,ワルキューレの祝福
GODDESS_BLESS_DESC_TYPE_0,コインを獲得
GODDESS_BLESS_DESC_TYPE_1,経験値獲得
GODDESS_BLESS_DESC_TYPE_2,製錬Pt
GODDESS_BLESS_DESC_TYPE_3,装備ドロップ率
GODDESS_BLESS_DESC_TYPE_4,クイック放置報酬
GODDESS_BLESS_DESC_TYPE_5,クイック放置チケット上限
ACTIVITY_NEWBIE_TITLE,ビギナーイベント
ACTIVITY_NEWBIE_TAB_TRIAL_TITLE,7日間試練
ACTIVITY_NEWBIE_TAB_TRIAL_SUBTITLE,7日間のトライアル
ACTIVITY_NEWBIE_TAB_LOGIN_TITLE,7日間ログイン
ACTIVITY_NEWBIE_TAB_LOGIN_SUBTITLE,7日間のログイン
ACTIVITY_NEWBIE_TAB_BUNDLE_TITLE,ビギナーパック
ACTIVITY_NEWBIE_TAB_BUNDLE_SUBTITLE,ビギナーズバンドル
ACTIVITY_NEWBIE_TIME_REMAIN_LABEL,終了まであと：
ACTIVITY_NEWBIE_TIME_REMAIN,{day}日{hour}時{min}分
ACTIVITY_NEWBIE_ALERT_NOT_OPENED,準備中
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_0,デイリーギフト
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_1,ダンジョンクリア
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_2,レベルアップ
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_4,クイック放置
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_5,バトル挑戦
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_6,装備強化
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_7,世界ボス
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_8,装製製錬
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_9,装備製作
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_10,女神覚醒
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_11,女神召喚
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_12,天空の塔
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_13,女神育成
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_14,戦力がアップ
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_15,高ランクの女神
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_99,割引・値下げ
ACTIVITY_NEWBIE_TRIAL_ACTIVE_NOT_ENOUGH,活躍度が足りません
ACTIVITY_NEWBIE_TRIAL_BUY_CONFIRM_ALERT,購入しますか？
ACTIVITY_HOLIDAY_EXCHANGE_NOT_ENOUGH,交換回数が上限に達しました
ACTIVITY_GOODS_NOT_ENOUGH,素材が足りないため、交換できません
TASK_BUTTON_RECEIVE,受取る
TASK_BUTTON_RECEIVED,受取済
TASK_BUTTON_GO,GO
TASK_BUTTON_NOT_OPENING,未開放
TASK_BUTTON_IN_PROGRESS,進行中
TASK_PROGRESS_TEXT,完了：（{cur}/{total}）
TASK_SALES_ORIGINAL_PRICE_KEY,原価
WORLD_BOSS_KILLED_MAIL_TITLE,世界ボスの撃破報酬
WORLD_BOSS_RANK_MAIL_TITLE,世界ボスのランキング報酬
WORLD_BOSS_KILLED_MAIL_CONTENT,おめでとうございます！{0} で{1}にラストアタックを決めました！\n報酬は：
WORLD_BOSS_RANK_MAIL_CONTENT,おめでとうございます！{0} {1}世界ボスへの挑戦で第{2}位になりました！\n報酬は：
TIME_MORNING,午前
TIME_NOONING,午後
TIME_EVENING,夜
CHAT_IN_CD,メッセージを送信するには時間がかかります。暫くしてからお試しください
CHAT_MESSAGE_ILLEGAL,メッセージが不適切です
CHAT_MESSAGE_EMPTY,メッセージの内容が入力されていません
WORLD_BOSS_CANT_COMMON_AUTO_FIGHT,上級オートバトルを選びました
WORLD_BOSS_OPEN_TIME,{0}後に世界ボスが開放されます
WORLD_BOSS_DEAD,ボスは撃破されました、次も来てくださいね！今回のボーナスはメールにて送られます、忘れずにお受取り下さい。
WORLD_BOSS__OUT_ACTIVITY_TIME,イベントは終了しました
WORLD_BOSS__DIED,ボスは撃破されました、次も来てくださいね！今回のボーナスはメールにて送られます、忘れずにお受取り下さい。
WORLD_BOSS__KILLED,［{0}］がラストアタックを決め、［{1}］を撃破しました！今回の報酬はメールにて送られます、忘れずにお受取り下さい。
WORLD_BOSS__USER_RESURRECT,チーム復活中
PVP_ENTRANCE_WORLD_BOSS,世界ボス
PVP_ENTRANCE_AUTO_FIGHT_SETTINGS,オートバトル設定
PVP_ENTRANCE_AREAN,競技場
PVP_ENTRANCE_PVE,冒険
PVP_ENTRANCE_HONOR_ARENA,栄光の競技場
LEVEL_OPEN__WORLD_BOSS,Lv.{0}で世界ボスが開放
LEVEL_OPEN__AREAN,Lv.{0}で開放
LEVEL_OPEN__PVE,Lv.{0}で冒険モードが開放
LEVEL_OPEN__HONOR_ARENA,Lv.{0}で開放
LEVEL_OPEN_FORMAT,Lv.{0}で開放
ONLINE,オンライン
OFFLINE,オフライン
INPUT_EMPTY,内容を入力
INPUT_ERROR,入力エラー
GUILD_NOT_EXIST,ギルドは解散しました
GUILD_MEMBER_LEAVE,ギルドに所属していません
GUILD_MEMBER_NOPOWER,権限がありません
GUILD_CONTRIBUTION_SHORTAGE,ギルド貢献が足りません
GUILD_MEMBER_IN,ギルドに所属しています
GUILD_24HOUR,ギルド脱退もしくは除名後、24以内はギルドへの加入ができません。
GUILD_24HOUR_NOT_CREATE,ギルド脱退もしくは除名後、24以内はギルドの設立ができません
GUILD_SEND_MAIL_6HOUR_LIMIT,ギルドメールは6時間おきに発送可能です
GUILD_MAIL_TITLE,ギルドメール
GUILD_MAIL_SEND_SUCCESS,ギルドメールを送信しました
GUILD_MEMBER_LIMIT,ギルド人数が上限に達しました
GUILD_FIGHT_VALUE_LIMIT,戦力{0}以上がこのギルドへの加入条件です。
GUILD_VICE_LEADER_COUNT_LIMIT,副会長の人数が上限に達しました
GUILD_NAME_EXIST,このギルド名はすでに使用されています
GUILD_SIGNED_TODAY,ログイン済
GUILD_MEMBER_BE_REMOVED,このメンバーはギルドに所属していません
GUILD_TITLE_MAIN,マイギルド
GUILD_TITLE_SHOP,ギルドショップ
GUILD_TITLE_SETTING,ギルド管理
GUILD_TITLE_MEMBER,ギルドメンバー
GUILD_TITLE_RANK,ギルドランキング
GUILD_TITLE_JOIN,ギルド加入
GUILD_TITLE_CREATE,ギルド設立
GUILD_MEMBER_MORE,ギルドにまだメンバーが在籍しています
GUILD_IN_FIGHT,所属するギルドがギルド戦に参加しています
GUILD_EXP,ギルドの経験値
GUILD_NAME_CANNOT_EMPTY,ギルド名を入力してください
GUILD_SIGNIN_TITLE,ログイン
OFFLINE_DAYS_BEFORE,{0}日前
OFFLINE_HOURS_BEFORE,{0}時間前
OFFLINE_MINUTES_BEFORE,{0}分前
FUNCTION_NOT_OPEN,機能未開放
CONTRIBUTION,ギルド貢献
REWARD_TITLE,ボーナス
GUILD_MEMBER_UNIT,人
GUILD_RANK,第{0}位
GUILD_ANNOUNCEMENT_DEFAULT,No announcement yet.
INSERT_DB_FAILD,ネットワークエラー
CORE_GET_INFO_FAILD,ネットワークエラー
CORE_USER_HERO_HAVE,すでに仲間です
NEED_CREATE_USER,ネットワークエラー
DUNGEON_CD,ダンジョンクールタイム中
HERO_NOT_IN_BATTLE,出陣していません
MAIN_HERO_POSITION_FIRST,リーダーを外すことはできません
DB_ERROR,ネットワークエラー
HERO_UNHAVE,まだ持っていません
CONFIG_ERROR,ネットワークエラー
GEM_NOT_ENOUGH,宝石が足りません
ARMOR_UNHAVE,装備が存在しません
GEM_ADD_WRONG_PART,宝石のセット部位が違います
SLOT_HAVE_GEM,すでに宝石がセットされています
GEM_UNHAVE,宝石が存在しません
GEM_IS_FREE,宝石がセットされていません
ARMOR_SPECIAL_ATTR_UNHAVE,装備は神器ではありません
ARMOR_SPECIAL_ATTR_HAVE,装備はすでに神器です
ARMOR_PART_DIFFRENT,装備する部位が違います
ARMOR_CAPACITY_MAX,装備の容量がいっぱいになりました
ARMOR_SPECIAL_CAN_NOT_SELL,この神器が売却できません
GOODS_CAN_NOT_USE,このアイテムが使用できません
GOODS_NOT_ENOUGH,{0}の数が足りません
TASK_BEFORE_NOT_COMPLETE,1つ前のクエストが完了されていません
TASK_CONDITION_NOT_ENOUGH,クエスト条件を満たしていません
TASK_GET_REWARD,クエスト報酬は受取済です
TASK_ACTIVE_VALUE_NOT_ENOUGH,活躍度が足りません
SUMMON_COUNT_ERROR,召喚回数エラー
MONEY_NOT_ENOUGH,{0}不足
FAST_FIGHT_BUY_COUNT_MAX,クイック放置購入回数が不足しています
BUY_BOSS_FIGHT_COUNT_MAX,ボスバトルの購入回数が足りません
ARENA_LEFT_CHALLENGE_COUNT_LIMIT,競技場の残り挑戦回数が足りません
ARENA_CHALLENGE_TARGET_INFO_INVAILD,競技場のターゲットプレイヤー情報が失効しています
ARENA_CHALLENGE_TARGET_NOT_IN_LIST,挑戦プレイヤーがリストに存在しません
ARENA_SHOP_GOODS_NOT_EXIST,競技場ショップのアイテムが存在しません
HERO_STATE_NOT_FREE,女神はフリー状態ではありません
ALREADY_EXIST_USER,ネットワークにエラーが発生しました
SKILL_HAVE_SAME_ID,すでに同じスキルを設定しています
HERO_DEBRIS_NOT_ENOUGH,女神の欠片が不足しています
SUMMON_SCORE_NOT_ENOUGH,召喚Ptが不足しています
VIP_LEVEL_NOT_ENOUGH,VIP{lv}で開放
HERO_AWAKE_MAX,覚醒の回数はMAX
REJECT_BECAUSE_OF_NEWBIE_GUIDE,チュートリアル期間中は、女神を脱退させることはできません
HONOR_ARENA_POMOTION_TIPS,ベスト8
HONOR_ARENA_SHOP_UNLOCK,栄光の競技場で{0}を取得した後でアンロック
HONOR_ARENA_POINT_COUNT_DOWN,ポイント戦は開始まで残り
HONOR_ARENA_SIGN_UP_COUNT_DOWN,申込終了まで残り
HONOR_ARENA_SIGN_UP_CONDITION,本サーバーの競技場で上位100位にランクインすれば、栄光の競技場へ参加できます
HONOR_ARENA_SIGN_UP_SUCCESS,申込成功
HONOR_ARENA_RANK,私の順位：{0}
HONOR_ARENA_POINT,マイPt：{0}
HONOR_ARENA_SEASON,第{0}シーズン
HONOR_ARENA_GROUP,第{0}グループ
HONOR_ARENA_ZONE,第{0}バトルエリア
HONOR_ARENA_RANK_TIPS,一度挑戦することでランキングに参加できます
HONOR_ARENA_REFREASH_ENEMY_CHECK,{0}ダイヤを使って対戦相手をリセットしますか？
HONOR_ARENA_BUY_FIGHT_COUNT_CHECK,{0}ダイヤを使って1回分の挑戦回数を購入しますか？今シーズンではすでに{1}/{2}回購入済みです。
HONOR_ARENA_NO_REPORT,戦闘レポートがありません
HONOR_ARENA_SEASON_WINNER,第{0}回のTOP
HONOR_ARENA_TOP_TITLE_FIGHT2,ブロックベスト8決定戦
HONOR_ARENA_TOP_TITLE_FIGHT3,ブロック準決勝戦
HONOR_ARENA_TOP_TITLE_FIGHT4,ブロック決勝戦
HONOR_ARENA_TOP_TITLE_FIGHT5,【決戦】ベスト8決定戦
HONOR_ARENA_TOP_TITLE_FIGHT6,【決戦】準決勝戦
HONOR_ARENA_TOP_TITLE_FIGHT7,決勝戦
HONOR_ARENA_NEW_SEASON,NEWシーズン
HONOR_ARENA_GUESS_SUCCESS,ベスト{0}へ進出しました
HONOR_ARENA_GUESS_FAIL,ベスト{0}進出に失敗しました
HONOR_ARENA_PROMOTION_NOTICE_MAIL_TITLE,栄光の競技場の昇格戦日程のお知らせ
HONOR_ARENA_STEP_CHANGING,栄光の競技場段階へ切り替え中
HONOR_ARENA_PROMOTION_WINNER_NOTICE_MAIL_CONTENT,おめでとうございます！{0}へ昇格しました！栄光の競技場で次の対戦相手を確認できます。
HONOR_ARENA_SAME_HERO_GROUP,編成の変更はありません
HONOR_ARENA_PROMOTION_LOSER_NOTICE_MAIL_CONTENT,残念ですが、昇格戦で敗北しました。今回の成績は{0}です。
HONOR_ARENA_FINAL_FINISH_MAIL_TITLE,栄光の競技場が終了しました
HONOR_ARENA_FINAL_FINISH_MAIL_CONTENT,栄光の競技場が終了しました。ブロック優勝者の{0}に盛大な拍手を贈りましょう！
HONOR_ARENA_FIGHT_COUNT_BUY_TIPS,今日の無料回数をすべて使いました。バトル回数を購入しますか？
HONOR_ARENA_YOUR_PROMOTION_START,栄光の競技場{0}フェーズが終了しました。栄光の競技場で自身の試合を観に行きますか？
HONOR_ARENA_WORSHIP_TIPS__MAX,今シーズンはご挨拶の回数がなくなりました
HONOR_ARENA_WORSHIP_TIPS__ZONE,同じエリアのNEWチャンピオンのみご挨拶可能です
HONOR_ARENA_WORSHIP_COUNT,ご挨拶の回数：{0}
HONOR_ARENA_WORSHIP_TIPS__SUCCESS,ご挨拶が成功した、報酬は24h以内にメールで送られます
HONOR_ARENA_WORSHIP_MAIL_TITLE,栄光の競技場のご挨拶報酬
HONOR_POINT_RANK_AWARD_MAIL_TITLE,栄光の競技場Ptランキング報酬（第{0}シーズン）
HONOR_POINT_RANK_AWARD_MAIL_CONTENT,栄光の競技場ポイント戦が終了しました。今回の順位は第{0}位です。順位に応じた報酬が贈られました。
HONOR_ACHIEVEMENT_AWARD_MAIL_TITLE,栄光の競技場昇格戦の報酬（第{0}シーズン）
HONOR_ACHIEVEMENT_AWARD_MAIL_CONTENT,栄光の競技場が終了しました。成績は：{0}。順位に応じた報酬が贈られます。
HONOR_AREANA_GUESS_MAIL_TITLE,栄光の競技場の予測報酬（第{0}シーズン）
HONOR_AREANA_GUESS_MAIL_CONTENT,栄光の競技場で試合結果の予測が的中したため、報酬が贈られます。
HONOR_ARENA_IN_PROGRESS,ただいま進行中です。しばらくお待ちください。
HONOR_ARENA_FINISH,試合終了
HONOR_ARENA_ACHIEVEMENT_64,ベスト64
HONOR_ARENA_ACHIEVEMENT_32,ベスト32
HONOR_ARENA_ACHIEVEMENT_16,ベスト16
HONOR_ARENA_ACHIEVEMENT_8,ベスト8
HONOR_ARENA_ACHIEVEMENT_4,ベスト4
HONOR_ARENA_ACHIEVEMENT_2,準優勝
HONOR_ARENA_ACHIEVEMENT_1,優勝
HONOR_ARENA_CONFIRM_GUESS,一度ベットすると変更はできません。ベット先は決まりましたか？
POINT,Pt
FREE,無料
HONOR_ARENA_POINT_AWARD,ポイント戦のランキング報酬
HONOR_ARENA_PROMOTION_AWARD,昇格戦の報酬
GUILD_BOSS_RANK_MAIL_TITLE,ギルドボス報酬
GUILD_BOSS_RANK_MAIL_CONTENT,今回のギルドボス撃破でボスに{0}%のダメージを与え、ダメージランキング{1}位になりました。以下は報酬です：{2}貢献
GUILD_BOSS_KILLED_MAIL_TITLE,ギルドボス撃破報酬
GUILD_BOSS_KILLED_MAIL_CONTENT,今回のギルドボス撃破で幸運にもラストアタックを決めたあなたに、以下の報酬が贈られます：{0}コイン
GUILD_BOSS_RANK_MAIL_CONTENT2,今回のギルドボス撃破でダメージランキング{0}位になり、追加で以下の報酬が贈られます：{1}強化エキス
GUILD_BOSS_MAIL_CANT_OPEN_TITLE,ボス開放失敗
GUILD_BOSS_MAIL_CANT_OPEN_1,前回のボスがまだ撤退していないため、ギルドボスの自動開放に失敗しました！
GUILD_BOSS_MAIL_CANT_OPEN_2,ボスのクールタイムが終了していないため、ギルドボスの自動開放に失敗しました！
GUILD_BOSS_MAIL_CANT_OPEN_3,ギルド栄誉値が足りないため、ギルドボスの自動開放に失敗しました！
GUILD_BOSS_MAIL_CANT_OPEN_4,今日の開放回数が上限に到達したため、ギルドボスの自動開放に失敗しました！
GUILD_BOSS_USER_ENCOURAGE_ADD,鼓舞ボーナス{0}%
GUILD_BOSS_KILLED,撃破
GUILD_BOSS_NOT_KILL,未撃破
GUILD_BOSS_GUILD_EXP_REWARD,ギルドが獲得した経験値（{0}）
GUILD_BOSS_NAME,堕落した妖魔
GUILD_BOSS_TODAY_OPEN_COUNT,本日の残り挑戦回数 {0}/{1}
GUILD_BOSS_OPEN_NEED_INFO,会長か副会長のみ開けられます。勝利で獲得したギルドの経験値は{0}です
GUILD_BOSS_KILLED_TIPS,皆の協力のおかげで魔獣を撃破できました！\n ギルドの経験値 +{0}\n個人ボーナスはメールにて送られます。忘れずにお受取り下さい。
GUILD_BOSS_KILLED_TIPS_TITLE,倒しました
GUILD_BOSS_NOT_KILL_TIPS,残念ですが、時間内に魔獣を撃破することができませんでした！\n ギルドの経験値 +{0}\n個人報酬はメールにて送られます。忘れずにお受取り下さい。
GUILD_BOSS_OPEN_COUNT_LIMIT,デイリー挑戦回数が足りません
GUILD_BOSS_OPENGING,ボスが開放されました
GUILD_BOSS_COOLDOWNING,ボスはクールタイム中です
GUILD_BOSS_HONOR_NOT_ENOUGH,栄誉値が足りません
GUILD_BOSS_OPEN_WEEK_FREE_INFO,毎週2回無料で開放できます。今回は無料ですが、開放しますか？（残り無料回数：{0}
GUILD_BOSS_OPEN_NEED_HONOR,魔獣侵入の開放にはギルド栄誉値が（{0}）Pt必要です。開放しますか？
GUILD_BOSS_BUTTON_OPEN,開放
GUILD_BOSS_USER_ENCOURAGE_LIMIT,鼓舞回数が上限に達しました。1回の魔獣侵入につき鼓舞できる回数は10回までです
GUILD_BOSS_USER_ENCOURAGE_COST,20ダイヤを使い、鼓舞で攻撃力を20%アップさせますか？
GUILD_BOSS_NOT_EXIST,ボスがいません
GUILD_BOSS_JOINED,挑戦中です
GUILD_BOSS_USER_NOT_EXIST,ユーザーデータが見つかりません
GUILD_BOSS_USER_POSITION_LIMIT,会長か副会長のみ開けられます
GUILD_BOSS_CHAT_MSG_BOSS_OPEN,ボスが侵入しています。急いでバトルに参加しましょう！
SYSTEM_MSG,システム情報
GUILD_BOSS_CHAT_MSG_BOSS_KILLED,{0}が世界ボスに強力な一撃を与え、ボスを撃破しました！
GUILD_BOSS_CHAT_MSG_BOSS_KILLED_EXP,浴びせられる攻撃に耐えられず、魔獣が退却しました！ギルドが獲得した経験値+{0}！
GUILD_BOSS_CHAT_MSG_BOSS_NOT_KILL_EXP,残念ですが、魔獣を撃破できなかったため、ギルドが獲得した経験値は半減になります：+{0}
SUMMON_BUTTON_LABEL_FREE_ONCE,1回無料
CHARGE_MONTH_FIRST_LABEL,初チャージ
CHARGE_VIP_LV_TIPS,あと<color=#FFBA00>{num}</color>ダイヤを購入すれば<color=#FFBA00>VIP {viplv} </color>になります
VIP_BUBBLE_TEXT,VIPレベルが上がると、サービスも増えます
