name,value
DRAIN_HP,Robo de Vida
DEFEND_IGNORE,Perf.DEF
PHYSC_DEF_IGNORE,Perf.F
MAGIC_DEF_IGNORE,Perf.M
PHYSC_DEF_ADD,RES.F Aumentado
MAGIC_DEF_ADD,RES.M Aumentado
DEBUFF_RESIST,RES Debuff
HP_RECOVER,Recuperar PV
BOUNCE_RATE,Reflexión de DAÑO
EXP_ADD,Obtener EXP
EXP,EXP
VIP_EXP,EXP de VIP
COIN_ADD,Caída de Moneda
COIN,Moneda
GOLD,Diamante
MEDAL,Mérito de Poder
FUSION,Valor de Fundición
ESSENCE,Esencia de Mejora
GEM_TICKET,Rollos de Gema
PRESTIGE,Prestigio
DEBRIS,Fragmento de Alma Sagrada
SUMMON_SCORE,Puntos
HONOR,Honor
STAR_STONE,Zafiro
HIGH_QUALITY_RATE,Caída de Equipamiento
ARMOR_ATTR_PART1,<size=30><color=#FFFF00>Atributos Básicos:</color></size>
ARMOR_ATTR_PART1_ITEM,<size=25><color=#FFFFFF>{text}</color></size>
ARMOR_ATTR_PART2,<size=30><color=#FFFF00>Atributos Adicionales:</color></size>
ARMOR_ATTR_PART2_ITEM,<size=25><color=#FF882C>{text}</color></size>
ARMOR_ATTR_PART3,<size=30><color=#FF0000>Atributo Artefacto:</color></size>
ARMOR_ATTR_PART3_ITEM,<size=25><color=#FF0000>{text}</color></size>
TIME_SECOND,s
TIME_MINUTE,m
TIME_HOUR,h
STRENGTHEN_LEVEL_MAX,El nivel de la mejora no puede ser superior al nivel de Ángel
CONFIRM_INHERIT_AND_REPLACE_ARMOR,"¿Desea heredar y reemplazarlo con <color=#00ff00>{name}</color>? (La mejora del nivel, atributos artefactos y gemas se conservarán después de la herencia)"
ARMOR_FULL,Equipamientos Llenos
HERO_FULL_IN_BATTLE,Has alcanzado el número máximo de Ángeles desplegados
HERO_IN_ADVENTURE,"El Ángel está en una aventura, incapaz de pelear"
XILIAN_ATRRIBUTE_ONLY_ONE,Los equipamientos con calidad inferior al azul no pueden ser refinados
GEM_TICKET_NOT_ENOUGH,Rollos de Gema Insuficientes
GEM_SLOT_OPEN_REQUEST,¿Gastas {cost} para desbloquear la lanura de gemas？
BAG_ADD_CAPACITY,Gastas 100 Diamantes en cada compra de mochila para expandir tu mochila en 10 espacios
SELL_GOODS,Recicla 1 artículo te dará Moneda*{price}. También puedes guardar el artículo como recuerdo. ¿Estás seguro de que quieres reciclar?
GEM_PART,Ranura del Zócalo
WIN_RATE_NOT_ENOUGH,La tasa de victorias es demasiado baja
ALREADY_IN_TARGET_DUNGEON,Ya en la instancia objetiva
ZHU_WU,Mano-principal
TOU_KUI,Casco
FU_SHOU,Mano-segundaria
XIONG_JIA,Armadura
JIE_ZI,Anillo
HU_TUI,Polainas
HU_SHOU,Guardamanos
YAO_DAI,Cinturón
XIANG_LIAN,Collar
XIE_ZI,Zapatos
SUMMON_REWARD_LEFT,Garantizado después de {0} Invocaciones
WHITE,Blanco
GREEN,Verde
BLUE,Azul
PURPLE,Púrpura
ORANGE,Naranja
RED,Rojo
SUMMON_FREE_COUNT,Oportunidades Gratis ({0}/{1})
SUMMON_BUTTON_LABEL,Invocar {0} Veces
NOT_ENOUGH,Insuficiente
BATTLE_REPORT_ENEMY_APPEAR,"¡Enemigo aparece! Niv.{level}, {name}, PV: {hp}"
BATTLE_REPORT_VICTORY,¡Victoria!
BATTLE_REPORT_DEFEAT,¡Derrota!
BATTLE_REPORT_AWARD,Obtener {name}*{count}
BATTLE_REPORT_SEARCH_ENEMY,Explorando
BATTLE_REPORT_ROUND_BEGIN,La {count} ronda empieza
ARENA_TARGET_USER_ERROR,Error de datos del jugador objetivo
ARENA_REPORT_SUBTITLE_1,"Desafiado por {0}, y {1}. {2}"
ARENA_REPORT_SUBTITLE_2,"Desafiado {0}, y {1}. {2}"
ARENA_RANK,Clasificación
CONFIRM_SIGN_UP_HONOR_ARENA,¿Estás seguro de que quieres participar la calificación con la formación actual? No puedes restablecer tu formación en la calificación
NOT_CHANGE,Sin cambios
ARENA_SHOP_GOODS_DATA_ERROR,Error de datos del artículo
ARENA_SHOP_GOODS_BUY_COUNT_LIMIT,Límite de compra excedido. Cada vez solo puedes comprar un máximo de 50 artículos
SUCCESS_BUY,Comprado
REACH_MAX_BAG_ARMOR_CAPACITY,Tu mochila está llena y no puedes obtener ningun equipamiento nuevo.
STILL_FIGHT,Seguir Luchando
LEFT_TIME,Restante
COST_TIME,Tiempo Utilizado
HERO_STATE_FREE,Libre
HERO_STATE_BATTLE,Desplegar
HERO_STATE_ADVENTURE,En Aventuras
ADVENTURE_QUEUE_FULL,Has alcanzado el número máximo de Ángeles disponibles. Incapaz de embarcarse en una aventura ahora.
DAILY_ADVENTURE_TIMES_EMPTY,Has agotado todas las oportunidades de aventura hoy
ADVENTURE_SPEED_CONFIRM,¿Gastas {cost} Diamantes para completar esta aventura al instante?
ADVENTURE_CANCEL_CONFIRM,¿Estás seguro de cancelar la aventura? No obtendrás las recompensas si abandonas la aventura
ARENA_CHALLENGE_REFRESH_SUCC,Lista Actualizada
WU_JIANG,Guerrero
MOU_SHI,Mago
GONG_JIANG,Arquero
WU_JIANG_DESC,Guerrero
MOU_SHI_DESC,Mago
GONG_JIANG_DESC,Arquero
ARENA_LEFT_CHALLENGE_COUNT_NOT_ENCOUGH,Has utilizado todas las oportunidades de desafío hoy
ARMOR_CAN_DEVOUR_EMPTY,Ningún equipamiento puede ser consumido
SKILL_CONTINER_UNSELECT,No seleccionaste un espacio de habilidad
HERO_UNSELECT,Por favor selecciona un personaje
SPECIAL_ADVENTURE_CHANGE,"¡Mucha suerte! Felicidades por adquirir un {name} de {star} estrellas en el campo de batalla. Ve a la aventura ahora, ya que desaparecerá en{time}"
USER_INTRODUCTION_DEFAULT,Este tipo es vago...
USER_GUILD_NAME_DEFAULT,Sin Gremio
SIGN_IN_TITLE,Iniciar Sesión Diariamente
SIGN_IN_BUBBLE_TIPS,Iniciar sesión diariamente para obtener recompensas. Actualizar a las 00:00 todos los días
SIGN_IN_MAKE_UP_ALERT,Gastar {cost} Diamantes para recuperar la perdida del inicio de sesión y reclamar las recompensas
SIGN_IN_TODAY_IS_ENDING,"Es casi un dia nuevo, intenta más tarde por favor"
GODDESS_BLESS_TITLE,Bendiciones del Ángel
GODDESS_BLESS_SUBTITLE,Bendiciones del Ángel
GODDESS_BLESS_DESC_TITLE_2025,Bendición del Ángel de la Creación
GODDESS_BLESS_DESC_TITLE_2023,Bendición del Ángel de la Cosecha
GODDESS_BLESS_DESC_TITLE_2019,Bendición del Ángel de la Venganza
GODDESS_BLESS_DESC_TITLE_2014,Bendición del Ángel de la Victoria
GODDESS_BLESS_DESC_TITLE_2012,Bendición del Ángel de la Tierra
GODDESS_BLESS_DESC_TITLE_2011,Bendición del Ángel del Cielo
GODDESS_BLESS_DESC_TITLE_2016,Bendición de Valquiria
GODDESS_BLESS_DESC_TYPE_0,Moneda obtenida
GODDESS_BLESS_DESC_TYPE_1,EXP obtenida
GODDESS_BLESS_DESC_TYPE_2,Valor de Fundición
GODDESS_BLESS_DESC_TYPE_3,Tasa de la Caída de Equipamientos
GODDESS_BLESS_DESC_TYPE_4,Recompensas de Combate Rápido
GODDESS_BLESS_DESC_TYPE_5,Límite de Rollos de Combate Rápido
ACTIVITY_NEWBIE_TITLE,Evento de Principiante
ACTIVITY_NEWBIE_TAB_TRIAL_TITLE,Prueba de 7 Días
ACTIVITY_NEWBIE_TAB_TRIAL_SUBTITLE,Prueba de 7 Días
ACTIVITY_NEWBIE_TAB_LOGIN_TITLE,Inicio de Sesión 7 Días
ACTIVITY_NEWBIE_TAB_LOGIN_SUBTITLE,Inicio de Sesión 7 Días
ACTIVITY_NEWBIE_TAB_BUNDLE_TITLE,Paquete de Principiante
ACTIVITY_NEWBIE_TAB_BUNDLE_SUBTITLE,Evento de Principiante
ACTIVITY_NEWBIE_TIME_REMAIN_LABEL,Restante
ACTIVITY_NEWBIE_TIME_REMAIN,{day}D {hour}H {min}M
ACTIVITY_NEWBIE_ALERT_NOT_OPENED,Indisponible
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_0,Regalo Diario
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_1,Instancia Completada
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_2,Nivel Actualizado
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_4,Combate Rápido
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_5,Desafío
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_6,Mejora de Equipamiento
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_7,Boss Mundial
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_8,Fundir Equipamiento
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_9,Equipamiento Artesanal
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_10,Ángel Despierta
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_11,Invocación del Ángel
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_12,Rascacielo
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_13,Entrenamiento del Ángel
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_14,Incrementar PB
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_15,Ángel de Grado Superior
ACTIVITY_NEWBIE_TRIAL_TASK_TYPE_99,Rebaja
ACTIVITY_NEWBIE_TRIAL_ACTIVE_NOT_ENOUGH,Actividad Insuficiente
ACTIVITY_NEWBIE_TRIAL_BUY_CONFIRM_ALERT,Por favor confirma la compra
ACTIVITY_HOLIDAY_EXCHANGE_NOT_ENOUGH,Límite de intercambio alcanzado
ACTIVITY_GOODS_NOT_ENOUGH,Materiales insuficientes
TASK_BUTTON_RECEIVE,Reclamar
TASK_BUTTON_RECEIVED,Reclamado
TASK_BUTTON_GO,Ir
TASK_BUTTON_NOT_OPENING,Indisponible
TASK_BUTTON_IN_PROGRESS,En progreso
TASK_PROGRESS_TEXT,Terminado：({cur}/{total})
TASK_SALES_ORIGINAL_PRICE_KEY,Precio Original
WORLD_BOSS_KILLED_MAIL_TITLE,Recompensa por matar al Boss Mundial
WORLD_BOSS_RANK_MAIL_TITLE,Recompensa de clasificación del Boss Mundial
WORLD_BOSS_KILLED_MAIL_CONTENT,¡Felicidades por dar el golpe final a {1} en {0}! \n Has ganado las siguientes recompensas:
WORLD_BOSS_RANK_MAIL_CONTENT,¡Felicidades por alcanzar el puesto Nº{2} en el desafío del Boss Mundial {0} {1}! \n Has ganado las siguientes recompensas:
TIME_MORNING,Mañana
TIME_NOONING,Mediodía
TIME_EVENING,Noche
CHAT_IN_CD,"Acción tomada con demasiada frecuencia. Por favor, inténtalo de nuevo más tarde."
CHAT_MESSAGE_ILLEGAL,Mensaje Ilegal
CHAT_MESSAGE_EMPTY,No se puede enviar mensajes vacíos
WORLD_BOSS_CANT_COMMON_AUTO_FIGHT,Súper Auto-combate Seleccionado
WORLD_BOSS_OPEN_TIME,EL combate del Boss Mundial comenzará en {0}
WORLD_BOSS_DEAD,"El Boss actual ha sido derrotado, ¡vuelve la próxima vez!"
WORLD_BOSS__OUT_ACTIVITY_TIME,El evento ha terminado
WORLD_BOSS__DIED,"El Boss actual ha sido derrotado, ¡vuelve la próxima vez!"
WORLD_BOSS__KILLED,"¡Felicidades a 【{0}】 por hacer el ataque final, el Boss Mundial ha sido asesinado con éxito 【{1}】!"
WORLD_BOSS__USER_RESURRECT,El equipo está siendo revivido
PVP_ENTRANCE_WORLD_BOSS,Boss Mundial
PVP_ENTRANCE_AUTO_FIGHT_SETTINGS,Configuraciones de Auto-Combate
PVP_ENTRANCE_AREAN,Arena
PVP_ENTRANCE_PVE,Aventura
PVP_ENTRANCE_HONOR_ARENA,Arena de Gloria
LEVEL_OPEN__WORLD_BOSS,El Boss Mundial se desbloquea en el Niv.{0}
LEVEL_OPEN__AREAN,La Arena se desbloquea en el Niv.{0}
LEVEL_OPEN__PVE,La Aventura se desbloquea en el Niv.{0}
LEVEL_OPEN__HONOR_ARENA,La Arena de Gloria se desbloquea en el Niv.{0}
LEVEL_OPEN_FORMAT,Se desbloquea en el Niv.{0}
ONLINE,Conectado
OFFLINE,Desconectado
INPUT_EMPTY,"Por favor, introduce"
INPUT_ERROR,Error al introducir
GUILD_NOT_EXIST,El gremio ha sido disuelto
GUILD_MEMBER_LEAVE,No estás en ningún Gremio
GUILD_MEMBER_NOPOWER,No tienes el permiso
GUILD_CONTRIBUTION_SHORTAGE,Contribución insuficiente del gremio
GUILD_MEMBER_IN,Ya estás en un gremio
GUILD_24HOUR,No puedes unirte a ningún gremio hasta dentro de las 24 horas después de salir o ser expulsado de uno
GUILD_24HOUR_NOT_CREATE,No puedes crear un nuevo gremio hasta dentro de las 24 horas después de salir o ser expulsado de uno
GUILD_SEND_MAIL_6HOUR_LIMIT,El intervalo mínimo entre cada correo del gremio es de 6 horas
GUILD_MAIL_TITLE,Correo del Gremio
GUILD_MAIL_SEND_SUCCESS,Correo del Gremio Enviado
GUILD_MEMBER_LIMIT,Número máximo de miembro del gremio alcanzado
GUILD_FIGHT_VALUE_LIMIT,¡Este gremio requiere PB por encima de {0} para unirse!
GUILD_VICE_LEADER_COUNT_LIMIT,Se alcanzó el número máximo de co-líder del Gremio
GUILD_NAME_EXIST,El nombre del gremio ya existe
GUILD_SIGNED_TODAY,Firmado hoy
GUILD_MEMBER_BE_REMOVED,Este miembro no está en el gremio
GUILD_TITLE_MAIN,Mi gremio
GUILD_TITLE_SHOP,Tienda del Gremio
GUILD_TITLE_SETTING,Gestión del Gremio
GUILD_TITLE_MEMBER,Miembro del Gremio
GUILD_TITLE_RANK,Clasificación del Gremio
GUILD_TITLE_JOIN,Unirse al Gremio
GUILD_TITLE_CREATE,Crear Gremio
GUILD_MEMBER_MORE,Hay otros miembros en tu gremio
GUILD_IN_FIGHT,Tu gremio está participando en el Choque de Gremios
GUILD_EXP,EXP del Gremio
GUILD_NAME_CANNOT_EMPTY,"Por favor, introduce el nombre del gremio"
GUILD_SIGNIN_TITLE,Firmar
OFFLINE_DAYS_BEFORE,Hace {0} días
OFFLINE_HOURS_BEFORE,Hace {0} horas
OFFLINE_MINUTES_BEFORE,Hace {0} minutos
FUNCTION_NOT_OPEN,Esta función no está disponible por ahora
CONTRIBUTION,Contribución del Gremio
REWARD_TITLE,Recompensa
GUILD_MEMBER_UNIT,Persona
GUILD_RANK,Nº{0}
GUILD_ANNOUNCEMENT_DEFAULT,No hay anuncio todavía
INSERT_DB_FAILD,Error de Red
CORE_GET_INFO_FAILD,Error de Red
CORE_USER_HERO_HAVE,Ya tienes esta Ángel
NEED_CREATE_USER,Error de Red
DUNGEON_CD,La instancia está en CD
HERO_NOT_IN_BATTLE,El Ángel no está desplegado
MAIN_HERO_POSITION_FIRST,No puedes retirar el líder del equipo
DB_ERROR,Error de Red
HERO_UNHAVE,No tienes éste Ángel
CONFIG_ERROR,Error de Red
GEM_NOT_ENOUGH,Gemas Insuficientes
ARMOR_UNHAVE,El equipamiento no existe
GEM_ADD_WRONG_PART,Ranura de gema incorrecto
SLOT_HAVE_GEM,Ya hay una gema en la ranura
GEM_UNHAVE,La gema no existe
GEM_IS_FREE,La gema no está puesta
ARMOR_SPECIAL_ATTR_UNHAVE,El equipamiento no es un artefacto
ARMOR_SPECIAL_ATTR_HAVE,El equipamiento ya es un artefacto
ARMOR_PART_DIFFRENT,Ranura de equipamiento incompatible
ARMOR_CAPACITY_MAX,Límite de equipamiento alcanzado
ARMOR_SPECIAL_CAN_NOT_SELL,No puedes vender artefactos
GOODS_CAN_NOT_USE,No se puede usar el artículo
GOODS_NOT_ENOUGH,{0} Insuficiente
TASK_BEFORE_NOT_COMPLETE,No has completado tu última misión
TASK_CONDITION_NOT_ENOUGH,El requisito de la misión no se cumple
TASK_GET_REWARD,La recompensa de la misión ha sido reclamada
TASK_ACTIVE_VALUE_NOT_ENOUGH,Actividad insuficiente
SUMMON_COUNT_ERROR,Error de la Invocación
MONEY_NOT_ENOUGH,Recursos Insuficientes
FAST_FIGHT_BUY_COUNT_MAX,Insuficientes compras de Combate Rápido
BUY_BOSS_FIGHT_COUNT_MAX,Insuficientes compras de Desafío del Boss
ARENA_LEFT_CHALLENGE_COUNT_LIMIT,Insuficiente Desafío de Arena
ARENA_CHALLENGE_TARGET_INFO_INVAILD,La información del jugador objetivo de la Arena no es válida
ARENA_CHALLENGE_TARGET_NOT_IN_LIST,El jugador desafiado no está en la lista
ARENA_SHOP_GOODS_NOT_EXIST,El artículo no existe en la Tienda de Arena
HERO_STATE_NOT_FREE,El Ángel esta ocupado
ALREADY_EXIST_USER,Error de Red
SKILL_HAVE_SAME_ID,Se ha establecido la misma habilidad
HERO_DEBRIS_NOT_ENOUGH,Fragmentos de Ángel Insuficientes
SUMMON_SCORE_NOT_ENOUGH,Puntos Insuficientes
VIP_LEVEL_NOT_ENOUGH,Desbloqueado en VIP{lv}
HERO_AWAKE_MAX,Despertar al nivel máximo
REJECT_BECAUSE_OF_NEWBIE_GUIDE,No se puede descansar a los Ángeles cuando la guía está en progreso
HONOR_ARENA_POMOTION_TIPS,Top 8
HONOR_ARENA_SHOP_UNLOCK,Se desbloquea cuando los jugadores llegan a {0} en la Arena de Gloria
HONOR_ARENA_POINT_COUNT_DOWN,Cuenta atrás de calificación
HONOR_ARENA_SIGN_UP_COUNT_DOWN,Cuenta atrás de registro
HONOR_ARENA_SIGN_UP_CONDITION,Solo los 100 mejores jugadores de arena en el servidor tienen acceso a Arena de Gloria
HONOR_ARENA_SIGN_UP_SUCCESS,Registrado con éxito
HONOR_ARENA_RANK,Mi clasificación：{0}
HONOR_ARENA_POINT,Mis puntos：{0}
HONOR_ARENA_SEASON,Temporada {0}
HONOR_ARENA_GROUP,Grupo {0}
HONOR_ARENA_ZONE,División {0}
HONOR_ARENA_RANK_TIPS,Desafía a un oponente para entrar en la clasificación
HONOR_ARENA_REFREASH_ENEMY_CHECK,¿Estás seguro de que quieres gastar {0} Diamantes para actualizar la lista de oponentes?
HONOR_ARENA_BUY_FIGHT_COUNT_CHECK,¿Quieres gastar {0} Diamantes para comprar un desafío más? Ya compraste {1}/{2} veces esta temporada.
HONOR_ARENA_NO_REPORT,Batalla no encontrada
HONOR_ARENA_SEASON_WINNER,{0}campeón de la temporada
HONOR_ARENA_TOP_TITLE_FIGHT2,Batalla por la división top 4
HONOR_ARENA_TOP_TITLE_FIGHT3,Batalla por la división top 2
HONOR_ARENA_TOP_TITLE_FIGHT4,Ganador de la batalla por la división
HONOR_ARENA_TOP_TITLE_FIGHT5,Cuartos de final
HONOR_ARENA_TOP_TITLE_FIGHT6,Semifinal
HONOR_ARENA_TOP_TITLE_FIGHT7,Final
HONOR_ARENA_NEW_SEASON,Nueva Temporada
HONOR_ARENA_GUESS_SUCCESS,Entrado en top {0}
HONOR_ARENA_GUESS_FAIL,Derrotado en desafiar top {0}
HONOR_ARENA_PROMOTION_NOTICE_MAIL_TITLE,Aviso del horario de Arena de Gloria
HONOR_ARENA_STEP_CHANGING,Cambiando del escenario en Arena de Gloria
HONOR_ARENA_PROMOTION_WINNER_NOTICE_MAIL_CONTENT,¡Felicidades! ¡has entrado en top{0}! Puedes ir a Arena de Gloria para ver a tu oponente en la próxima ronda.
HONOR_ARENA_SAME_HERO_GROUP,La formación no ha cambiado
HONOR_ARENA_PROMOTION_LOSER_NOTICE_MAIL_CONTENT,"Desafortunadamente, perdiste el partido en Arena de Gloria, te quedaste en top {0}."
HONOR_ARENA_FINAL_FINISH_MAIL_TITLE,Arena de Gloria ha terminado
HONOR_ARENA_FINAL_FINISH_MAIL_CONTENT,Arena de Gloria ha terminado. ¡Felicidades a {0} por ganar el campeonato!
HONOR_ARENA_FIGHT_COUNT_BUY_TIPS,No quedan desafíos gratuitos. ¿Quieres comprar más?
HONOR_ARENA_YOUR_PROMOTION_START,La etapa {0} ha terminado. ¿Quieres ver la reproducción del partido?
HONOR_ARENA_WORSHIP_TIPS__MAX,Se agota la cantidad de cultos en esta temporada
HONOR_ARENA_WORSHIP_TIPS__ZONE,Solo puedes venerar al nuevo campeón de tu propia zona
HONOR_ARENA_WORSHIP_COUNT,Número de veneración：{0}
HONOR_ARENA_WORSHIP_TIPS__SUCCESS,"Si la veneración resulta exitosa, la recompensa se emitirá por correo en 24 horas"
HONOR_ARENA_WORSHIP_MAIL_TITLE,Recompensa de la Arena de Gloria
HONOR_POINT_RANK_AWARD_MAIL_TITLE,Recompensas de la clasificación de Arena de Gloria
HONOR_POINT_RANK_AWARD_MAIL_CONTENT,"Finaliza la clasificación de Arena de Gloria, ¡has clasificado {0}! Las recompensas personales por completar el desafío se enviarán por correo. Revisa tus correos ~"
HONOR_ACHIEVEMENT_AWARD_MAIL_TITLE,Recompensas de la clasificación de Arena de Gloria
HONOR_ACHIEVEMENT_AWARD_MAIL_CONTENT,"La clasificación de Arena de Gloria ha terminado, clasificaste {0}, las recompensas personales por completar el desafío se enviarán por correo."
HONOR_AREANA_GUESS_MAIL_TITLE,Recompensas del concurso de Arena de Gloria
HONOR_AREANA_GUESS_MAIL_CONTENT,"Has acertado con éxito el resultado de Arena de Gloria, aquí están las recompensas"
HONOR_ARENA_IN_PROGRESS,"Partidos en progreso, por favor espera ..."
HONOR_ARENA_FINISH,El partido de Arena de Gloria ha terminado
HONOR_ARENA_ACHIEVEMENT_64,Top 64
HONOR_ARENA_ACHIEVEMENT_32,Top 32
HONOR_ARENA_ACHIEVEMENT_16,Top 16
HONOR_ARENA_ACHIEVEMENT_8,Top 8
HONOR_ARENA_ACHIEVEMENT_4,Top 4
HONOR_ARENA_ACHIEVEMENT_2,Top 2
HONOR_ARENA_ACHIEVEMENT_1,Top 1
HONOR_ARENA_CONFIRM_GUESS,"Una vez que hayas elegido, no se puede cambiar. ¿Estás seguro de que quieres apostar que él/ella gana?"
POINT,Puntos
FREE,Gratis
HONOR_ARENA_POINT_AWARD,Recompensas de la Calificación
HONOR_ARENA_PROMOTION_AWARD,Recompensas de la División
GUILD_BOSS_RANK_MAIL_TITLE,Recompensa del Boss del Gremio
GUILD_BOSS_RANK_MAIL_CONTENT,"En esta Lucha contra el Boss del Gremio, le has dado {0}% de DAÑO al Boss y estás en el puesto Nº{1}. Recibirás la siguiente recompensa: {2} Contribución"
GUILD_BOSS_KILLED_MAIL_TITLE,Recompensa por matar al Boss del gremio
GUILD_BOSS_KILLED_MAIL_CONTENT,"En esta Lucha contra el Boss del gremio, tuviste mucha suerte y le diste el golpe mortal al Boss. Recibirás las siguientes recompensas: {0} Monedas"
GUILD_BOSS_RANK_MAIL_CONTENT2,"En esta Lucha contra el Boss del gremio, tu DAÑO infligido al Boss está en el puesto Nº{0}. Recibirás la siguiente recompensa adicional: {1} Esencia de Mejora"
GUILD_BOSS_MAIL_CANT_OPEN_TITLE,Fallo al iniciar la Lucha contra el Boss
GUILD_BOSS_MAIL_CANT_OPEN_1,"¡El último Boss aún no se ha retirado, Fallo al auto-iniciar la Lucha contra el Boss del Gremio!"
GUILD_BOSS_MAIL_CANT_OPEN_2,"¡El Boss está en CD, Fallo al auto-iniciar la Lucha contra el Boss del Gremio!"
GUILD_BOSS_MAIL_CANT_OPEN_3,"¡Honor del gremio insuficiente, Fallo al auto-iniciar la Lucha contra el Boss del Gremio!"
GUILD_BOSS_MAIL_CANT_OPEN_4,"¡Límite máximo de iniciación alcanzado, Fallo al auto-iniciar la Lucha contra el Boss del Gremio!"
GUILD_BOSS_USER_ENCOURAGE_ADD,Bonificación del Incentivo {0}%
GUILD_BOSS_KILLED,Asesinar
GUILD_BOSS_NOT_KILL,No Asesinado
GUILD_BOSS_GUILD_EXP_REWARD,El gremio obtiene ({0}) EXP
GUILD_BOSS_NAME,Banshee Caida
GUILD_BOSS_TODAY_OPEN_COUNT,Oportunidades restantes hoy {0}/{1}
GUILD_BOSS_OPEN_NEED_INFO,"Iniciado solo por Líder o Co-líder, gana la batalla para obtener {0} EXP del Gremio"
GUILD_BOSS_KILLED_TIPS,"¡Por los esfuerzos combinados de todos los jugadores, la Bestia ha sido asesinada! \nEXP del Gremio +{0}\nLas recompensas individuales se enviarán por correo."
GUILD_BOSS_KILLED_TIPS_TITLE,Asesinado
